"series_id","method","timestamp","origin_timestamp","forecast","lo80","hi80","lo95","hi95"
"M1","ARIMA","1994-03","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1994-04","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1994-05","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1994-06","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1994-07","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1994-08","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1994-09","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1994-10","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1994-11","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1994-12","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1995-01","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1995-02","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1995-03","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1995-04","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1995-05","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1995-06","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1995-07","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M1","ARIMA","1995-08","1994-02",3609.6,1110.12857944511,6109.07142055489,-213.011665721745,7432.21166572174
"M2","ARIMA","1994-03","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1994-04","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1994-05","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1994-06","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1994-07","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1994-08","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1994-09","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1994-10","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1994-11","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1994-12","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1995-01","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1995-02","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1995-03","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1995-04","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1995-05","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1995-06","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1995-07","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M2","ARIMA","1995-08","1994-02",1593.59999999911,-230.007727180508,3417.20772717872,-1195.36734497239,4382.5673449706
"M3","ARIMA","1994-03","1994-02",6136.1601692588,4014.44240652135,8257.87793199624,2891.27286848356,9381.04747003403
"M3","ARIMA","1994-04","1994-02",5945.31017701582,3799.48206358486,8091.13829044679,2663.54927685964,9227.07107717201
"M3","ARIMA","1994-05","1994-02",6522.54511035725,4300.98907882383,8744.10114189067,3124.96835378491,9920.12186692959
"M3","ARIMA","1994-06","1994-02",5936.05209166859,3613.7496191584,8258.35456417879,2384.39694980618,9487.70723353101
"M3","ARIMA","1994-07","1994-02",6155.92788420071,3592.05194834075,8719.80382006067,2234.81801221596,10077.0377561855
"M3","ARIMA","1994-08","1994-02",6113.61449580648,3483.62811081489,8743.60088079808,2091.39741691453,10135.8315746984
"M3","ARIMA","1994-09","1994-02",6228.74343214335,3499.84425271319,8957.64261157351,2055.25228834288,10402.2345759438
"M3","ARIMA","1994-10","1994-02",6077.22760549045,3244.36524951329,8910.08996146759,1744.73850387944,10409.7167071014
"M3","ARIMA","1994-11","1994-02",6151.93054023534,3200.57094039356,9103.29014007713,1638.21554300987,10665.6455374608
"M3","ARIMA","1994-12","1994-02",6138.05180246287,3104.81596951061,9171.28763541513,1499.11791245088,10776.9856924749
"M3","ARIMA","1995-01","1994-02",6159.5452660617,3033.42701806499,9285.66351405842,1378.55998055484,10940.5305515686
"M3","ARIMA","1995-02","1994-02",6122.72657018105,2905.30872815515,9340.14441220694,1202.11060502668,11043.3425353354
"M3","ARIMA","1995-03","1994-02",6146.06904769526,2837.96025025556,9454.17784513497,1086.75323532948,11205.384860061
"M3","ARIMA","1995-04","1994-02",6140.62700113338,2750.9428567761,9530.31114549066,956.552461703135,11324.7015405636
"M3","ARIMA","1995-05","1994-02",6144.48964919348,2671.06653696708,9617.91276141987,832.34741000097,11456.631888386
"M3","ARIMA","1995-06","1994-02",6136.07082134902,2581.08308771822,9691.05855497982,699.186258348929,11572.9553843491
"M3","ARIMA","1995-07","1994-02",6142.85728436076,2508.07445746458,9777.64011125695,583.936657305218,11701.7779114163
"M3","ARIMA","1995-08","1994-02",6140.76189632915,2429.21751103288,9852.30628162541,464.444596438671,11817.0791962196
"M4","ARIMA","1994-03","1994-02",5499.14944021675,3583.81318526628,7414.48569516721,2569.89541804912,8428.40346238437
"M4","ARIMA","1994-04","1994-02",5596.8031666723,3652.92427296153,7540.68206038308,2623.89694548437,8569.70938786024
"M4","ARIMA","1994-05","1994-02",5694.45689312786,3722.4484404835,7666.46534577221,2678.53022399768,8710.38356225803
"M4","ARIMA","1994-06","1994-02",5792.11061958341,3792.3682558807,7791.85298328613,2733.76859371983,8850.452645447
"M4","ARIMA","1994-07","1994-02",5889.76434603897,3862.66747981035,7916.86121226759,2789.58721871929,8989.94147335865
"M4","ARIMA","1994-08","1994-02",5987.41807249452,3933.33095434193,8041.50519064712,2845.9629169418,9128.87322804725
"M4","ARIMA","1994-09","1994-02",6085.07179895008,4004.34450474572,8165.79909315444,2902.87401000899,9267.26958789117
"M4","ARIMA","1994-10","1994-02",6182.72552540564,4075.69485246005,8289.75619835122,2960.30019011325,9405.15086069802
"M4","ARIMA","1994-11","1994-02",6280.37925186119,4147.36953772014,8413.38896600224,3018.22240168875,9542.53610203363
"M4","ARIMA","1994-12","1994-02",6378.03297831675,4219.35685056932,8536.70910606418,3076.6227359022,9679.4432207313
"M4","ARIMA","1995-01","1994-02",6475.6867047723,4291.64576916849,8659.72764037612,3135.48433630532,9815.88907323929
"M4","ARIMA","1995-02","1994-02",6573.34043122786,4364.22590448196,8782.45495797376,3194.79131423915,9951.88954821656
"M4","ARIMA","1995-03","1994-02",6670.99415768342,4437.08745055209,8904.90086481474,3254.52867278563,10087.4596425812
"M4","ARIMA","1995-04","1994-02",6768.64788413897,4510.22113968768,9027.07462859026,3314.68223823416,10222.6135300438
"M4","ARIMA","1995-05","1994-02",6866.30161059453,4583.61820198539,9148.98501920366,3375.23859817505,10357.364623014
"M4","ARIMA","1995-06","1994-02",6963.95533705008,4657.27032868289,9270.64034541728,3436.18504545285,10491.7256286473
"M4","ARIMA","1995-07","1994-02",7061.60906350564,4731.16963890938,9392.04848810189,3497.50952731578,10625.7085996955
"M4","ARIMA","1995-08","1994-02",7159.26278996119,4805.30864945653,9513.21693046586,3559.20059918428,10759.3249807381
"M5","ARIMA","1994-03","1994-02",8674.57684452965,4902.80080994421,12446.3528791151,2906.14318622636,14443.0105028329
"M5","ARIMA","1994-04","1994-02",9845.55096369069,6073.13458453064,13617.9673428508,4076.13798287109,15614.9639445103
"M5","ARIMA","1994-05","1994-02",10205.8853079037,6432.4867925237,13979.2838232837,4434.97027935479,15976.8003364527
"M5","ARIMA","1994-06","1994-02",9733.42810523614,5939.70554870733,13527.150661765,3931.43013805023,15535.4260724221
"M5","ARIMA","1994-07","1994-02",9794.25848522021,5857.57427544491,13730.9426949955,3773.61953700258,15814.8974334378
"M5","ARIMA","1994-08","1994-02",10096.7616290776,6097.27404019672,14096.2492179585,3980.07320110137,16213.4500570539
"M5","ARIMA","1994-09","1994-02",10333.6424662455,6295.19642114943,14372.0885113415,4157.3722210971,16509.9127113938
"M5","ARIMA","1994-10","1994-02",10407.8229020605,6328.86222073767,14486.7835833834,4169.59086779165,16646.0549363294
"M5","ARIMA","1994-11","1994-02",10505.3231168711,6369.18260947415,14641.4636242681,4179.64208502727,16831.0041487149
"M5","ARIMA","1994-12","1994-02",10657.6075733804,6466.82510230003,14848.3900444607,4248.35886954943,17066.8562772113
"M5","ARIMA","1995-01","1994-02",10818.7849860723,6579.15927430049,15058.4106978441,4334.83699177403,17302.7329803705
"M5","ARIMA","1995-02","1994-02",10955.6495087444,6669.11800607821,15242.1810114106,4399.96529774516,17511.3337197436
"M5","ARIMA","1995-03","1994-02",11086.4631974403,6751.28278770014,15421.6436071806,4456.37690359415,17716.5494912866
"M5","ARIMA","1995-04","1994-02",11224.7227055179,6840.75233052595,15608.6930805098,4520.01859895832,17929.4268120774
"M5","ARIMA","1995-05","1994-02",11367.4185496202,6935.80450958044,15799.03258966,4589.84974522417,18144.9873540163
"M5","ARIMA","1995-06","1994-02",11507.669013108,7029.37907589692,15985.9589503191,4658.71558411981,18356.6224420962
"M5","ARIMA","1995-07","1994-02",11645.8415352984,7121.16479471248,16170.5182758844,4725.94561252613,18565.7374580707
"M5","ARIMA","1995-08","1994-02",11784.5098240302,7213.72174255296,16355.2979055075,4794.09269098777,18774.9269570726
"M6","ARIMA","1994-03","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1994-04","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1994-05","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1994-06","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1994-07","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1994-08","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1994-09","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1994-10","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1994-11","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1994-12","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1995-01","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1995-02","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1995-03","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1995-04","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1995-05","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1995-06","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1995-07","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M6","ARIMA","1995-08","1994-02",2169,483.188723403932,3854.81127659607,-409.225859726276,4747.22585972628
"M7","ARIMA","1994-03","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1994-04","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1994-05","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1994-06","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1994-07","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1994-08","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1994-09","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1994-10","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1994-11","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1994-12","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1995-01","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1995-02","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1995-03","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1995-04","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1995-05","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1995-06","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1995-07","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M7","ARIMA","1995-08","1994-02",2973,1262.10882412793,4683.89117587207,356.417744293687,5589.58225570631
"M8","ARIMA","1994-03","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1994-04","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1994-05","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1994-06","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1994-07","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1994-08","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1994-09","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1994-10","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1994-11","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1994-12","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1995-01","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1995-02","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1995-03","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1995-04","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1995-05","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1995-06","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1995-07","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M8","ARIMA","1995-08","1994-02",2810.99999999904,866.125342726447,4755.87465727164,-163.429110139098,5785.42911013719
"M9","ARIMA","1994-03","1994-02",3803.23939811616,2474.48168868029,5131.99710755203,1771.07984660602,5835.39894962631
"M9","ARIMA","1994-04","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1994-05","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1994-06","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1994-07","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1994-08","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1994-09","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1994-10","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1994-11","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1994-12","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1995-01","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1995-02","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1995-03","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1995-04","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1995-05","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1995-06","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1995-07","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M9","ARIMA","1995-08","1994-02",3211.41984601325,1750.10550592995,4672.73418609656,976.532422315971,5446.30726971053
"M10","ARIMA","1994-03","1994-02",4605.88963881751,2829.46921418606,6382.31006344895,1889.08904546846,7322.69023216656
"M10","ARIMA","1994-04","1994-02",5542.56001136152,3580.92596236789,7504.19406035515,2542.49962343545,8542.62039928759
"M10","ARIMA","1994-05","1994-02",4704.77552758261,2698.86363608175,6710.68741908348,1636.99802318575,7772.55303197948
"M10","ARIMA","1994-06","1994-02",2255.20836109147,168.456931345684,4341.95979083725,-936.202548114637,5446.61927029757
"M10","ARIMA","1994-07","1994-02",2206.00030381395,117.770225369663,4294.23038225824,-987.672003429324,5399.67261105723
"M10","ARIMA","1994-08","1994-02",4251.34441022706,2151.01640109517,6351.67241935895,1039.16991464221,7463.51890581192
"M10","ARIMA","1994-09","1994-02",4610.39376341477,2505.32381442392,6715.46371240562,1390.96709664126,7829.82043018828
"M10","ARIMA","1994-10","1994-02",5055.61131302426,2950.22745841833,7160.9951676302,1835.7045690407,8275.51805700782
"M10","ARIMA","1994-11","1994-02",5557.49984846305,3450.54573504592,7664.45396188018,2335.19160086537,8779.80809606074
"M10","ARIMA","1994-12","1994-02",3625.5844940318,1518.52027329748,5732.64871476613,403.107851824066,6848.06113623954
"M10","ARIMA","1995-01","1994-02",5822.34305865936,3715.10658629597,7929.57953102276,2599.60298031817,9045.08313700056
"M10","ARIMA","1995-02","1994-02",5620.07463752888,3512.71881220181,7727.43046285596,2397.15202458155,8842.99725047622
"M10","ARIMA","1995-03","1994-02",4547.78116733682,2167.97898379361,6927.58335088004,908.187806072149,8187.37452860149
