"series_id","method","timestamp","origin_timestamp","forecast","lo80","hi80","lo95","hi95","horizon"
"Q1","ARIMA","1993-Q1","1992-Q4",5457.65289140728,5016.03571881604,5899.27006399851,4782.25770911088,6133.04807370367,1
"Q1","ARIMA","1993-Q2","1992-Q4",5500.49702464412,4911.86779273987,6089.12625654837,4600.26629979651,6400.72774949172,2
"Q1","ARIMA","1993-Q3","1992-Q4",5455.74769802022,4774.49264264793,6137.00275339252,4413.85800062976,6497.63739541069,3
"Q1","ARIMA","1993-Q4","1992-Q4",5467.46209841588,4722.17268214516,6212.75151468661,4327.6402970756,6607.28389975617,4
"Q1","ARIMA","1994-Q1","1992-Q4",5428.89303544268,4513.8644825299,6343.92158835546,4029.47762622133,6828.30844466403,5
"Q1","ARIMA","1994-Q2","1992-Q4",5478.82970795341,4451.14210911614,6506.51730679069,3907.11715636088,7050.54225954594,6
"Q1","ARIMA","1994-Q3","1992-Q4",5414.63034212312,4307.33007644831,6521.93060779794,3721.16072362049,7108.09996062576,7
"Q1","ARIMA","1994-Q4","1992-Q4",5439.77119351136,4274.38900485615,6605.15338216657,3657.47293927136,7222.06944775135,8
"Q2","ARIMA","1993-Q1","1992-Q4",3712.9183115853,3630.01894710916,3795.81767606144,3586.1346744045,3839.7019487661,1
"Q2","ARIMA","1993-Q2","1992-Q4",3766.69583418496,3666.51378910225,3866.87787926768,3613.48061792775,3919.91105044218,2
"Q2","ARIMA","1993-Q3","1992-Q4",3830.0337834108,3710.71194751631,3949.35561930528,3647.54678311362,4012.52078370797,3
"Q2","ARIMA","1993-Q4","1992-Q4",3890.29845313088,3755.80101472844,4024.79589153332,3684.60237162389,4095.99453463787,4
"Q2","ARIMA","1994-Q1","1992-Q4",3951.55105438266,3803.05161264693,4100.05049611839,3724.44075671575,4178.66135204957,5
"Q2","ARIMA","1994-Q2","1992-Q4",4012.48607673884,3851.30647806088,4173.66567541679,3765.98315251419,4258.98900096348,6
"Q2","ARIMA","1994-Q3","1992-Q4",4073.52318750063,3900.55754193043,4246.48883307083,3808.99506003801,4338.05131496326,7
"Q2","ARIMA","1994-Q4","1992-Q4",4134.52748108627,3950.53923078377,4318.51573138877,3853.14173441271,4415.91322775983,8
"Q3","ARIMA","1993-Q1","1992-Q4",5546.99298722598,5372.35908718141,5721.62688727054,5279.91348471555,5814.07248973641,1
"Q3","ARIMA","1993-Q2","1992-Q4",5710.33597445196,5446.82030152116,5973.85164738275,5307.32353063607,6113.34841826784,2
"Q3","ARIMA","1993-Q3","1992-Q4",5873.67896167794,5530.36910154561,6216.98882181026,5348.63183951169,6398.72608384418,3
"Q3","ARIMA","1993-Q4","1992-Q4",6037.02194890391,5616.55604403839,6457.48785376944,5393.97483911925,6680.06905868858,4
"Q3","ARIMA","1994-Q1","1992-Q4",6200.36493612989,5703.11108877527,6697.61878348452,5439.88080252823,6960.84906973155,5
"Q3","ARIMA","1994-Q2","1992-Q4",6363.70792335587,5788.98866816622,6938.42717854552,5484.75067210027,7242.66517461147,6
"Q3","ARIMA","1994-Q3","1992-Q4",6527.05091058185,5873.64046879003,7180.46135237366,5527.74587482222,7526.35594634148,7
"Q3","ARIMA","1994-Q4","1992-Q4",6690.39389780783,5956.75811232748,7424.02968328817,5568.39478675358,7812.39300886208,8
"Q4","ARIMA","1993-Q1","1992-Q4",4068.2,3704.62392843475,4431.77607156525,3512.15838211501,4624.24161788499,1
"Q4","ARIMA","1993-Q2","1992-Q4",4068.2,3554.02578863809,4582.37421136191,3281.83840274318,4854.56159725682,2
"Q4","ARIMA","1993-Q3","1992-Q4",4068.2,3438.46777163268,4697.93222836732,3105.10766670041,5031.29233329959,3
"Q4","ARIMA","1993-Q4","1992-Q4",4068.2,3341.04785686949,4795.35214313051,2956.11676423003,5180.28323576997,4
"Q4","ARIMA","1994-Q1","1992-Q4",4068.2,3255.21918898776,4881.18081101224,2824.85314409021,5311.54685590979,5
"Q4","ARIMA","1994-Q2","1992-Q4",4068.2,3177.62414197951,4958.77585802049,2706.18176043017,5430.21823956983,6
"Q4","ARIMA","1994-Q3","1992-Q4",4068.2,3106.26813198452,5030.13186801548,2597.05216047432,5539.34783952568,7
"Q4","ARIMA","1994-Q4","1992-Q4",4068.2,3039.85157727617,5096.54842272383,2495.47680548635,5640.92319451365,8
"Q5","ARIMA","1993-Q1","1992-Q4",4206.97600162278,4088.05068381937,4325.90131942618,4025.09542341475,4388.8565798308,1
"Q5","ARIMA","1993-Q2","1992-Q4",4421.21380238123,4220.33810205209,4622.08950271036,4114.00092964203,4728.42667512042,2
"Q5","ARIMA","1993-Q3","1992-Q4",4600.09342160519,4332.09150022666,4868.09534298372,4190.21985286881,5009.96699034156,3
"Q5","ARIMA","1993-Q4","1992-Q4",4826.9586299298,4502.42830279691,5151.4889570627,4330.63232502519,5323.28493483441,4
"Q5","ARIMA","1994-Q1","1992-Q4",4958.67569185018,4557.92743358218,5359.42395011818,4345.78412026628,5571.56726343408,5
"Q5","ARIMA","1994-Q2","1992-Q4",5159.0677663155,4684.63860361414,5633.49692901686,4433.4909755642,5884.6445570668,6
"Q5","ARIMA","1994-Q3","1992-Q4",5367.26426013856,4825.90821681812,5908.62030345901,4539.33163826995,6195.19688200718,7
"Q5","ARIMA","1994-Q4","1992-Q4",5678.91098748433,5076.96692413221,6280.85505083645,4758.31698518487,6599.50498978379,8
"Q6","ARIMA","1993-Q1","1992-Q4",7954.04751267998,7713.48720130647,8194.60782405348,7586.14226479286,8321.9527605671,1
"Q6","ARIMA","1993-Q2","1992-Q4",8183.77212403791,7897.31095262823,8470.23329544759,7745.66756857,8621.87667950582,2
"Q6","ARIMA","1993-Q3","1992-Q4",8296.08358179205,7992.47161504176,8599.69554854234,7831.74914835623,8760.41801522788,3
"Q6","ARIMA","1993-Q4","1992-Q4",7934.90480524769,7624.41172655195,8245.39788394344,7460.04661923782,8409.76299125757,4
"Q6","ARIMA","1994-Q1","1992-Q4",7954.44021730889,7572.43895882313,8336.44147579464,7370.21970772456,8538.66072689321,5
"Q6","ARIMA","1994-Q2","1992-Q4",7967.07829498043,7558.85079787201,8375.30579208885,7342.74821467545,8591.4083752854,6
"Q6","ARIMA","1994-Q3","1992-Q4",7975.25426827097,7556.53787747109,8393.97065907085,7334.88280935459,8615.62572718735,7
"Q6","ARIMA","1994-Q4","1992-Q4",7980.54356471184,7557.51454731323,8403.57258211046,7333.57651257898,8627.51061684471,8
"Q7","ARIMA","1992-Q4","1992-Q3",8552.70941176496,8122.24910101812,8983.1697225118,7894.37717721364,9211.04164631628,1
"Q7","ARIMA","1993-Q1","1992-Q3",8658.16882352992,8049.40601400841,9266.93163305144,7727.14644888006,9589.19119817978,2
"Q7","ARIMA","1993-Q2","1992-Q3",8763.62823529488,8018.04910643948,9509.20736415029,7623.36335679165,9903.89311379812,3
"Q7","ARIMA","1993-Q3","1992-Q3",8869.08764705985,8008.16702556617,9730.00826855352,7552.42317795721,10185.7521161625,4
"Q7","ARIMA","1993-Q4","1992-Q3",8974.54705882481,8012.0085423792,9937.08557527042,7502.47143058872,10446.6226870609,5
"Q7","ARIMA","1994-Q1","1992-Q3",9080.00647058977,8025.59835474013,10134.4145864394,7467.42841471278,10692.5845264668,6
"Q7","ARIMA","1994-Q2","1992-Q3",9185.46588235473,8046.57495083502,10324.3568138744,7443.6825096745,10927.249255035,7
"Q7","ARIMA","1994-Q3","1992-Q3",9290.92529411969,8073.39967507667,10508.4509131627,7428.88054481997,11152.9700434194,8
"Q8","ARIMA","1992-Q4","1992-Q3",2787.22680634954,2313.97406732552,3260.47954537355,2063.4492003522,3511.00441234687,1
"Q8","ARIMA","1993-Q1","1992-Q3",2729.1239693155,1917.26477360127,3540.98316502972,1487.49247597692,3970.75546265408,2
"Q8","ARIMA","1993-Q2","1992-Q3",2844.53747740992,1798.85765174479,3890.21730307505,1245.30818943911,4443.76676538073,3
"Q8","ARIMA","1993-Q3","1992-Q3",3003.91822427096,1767.88536362326,4239.95108491865,1113.56909146177,4894.26735708015,4
"Q8","ARIMA","1993-Q4","1992-Q3",2402.79677289421,943.883910362115,3861.7096354263,171.582092172396,4634.01145361602,5
"Q8","ARIMA","1994-Q1","1992-Q3",2344.69393586017,670.98038939868,4018.40748232165,-215.030042243899,4904.41791396423,6
"Q8","ARIMA","1994-Q2","1992-Q3",2460.10744395459,596.770059781951,4323.44482812723,-389.621167998283,5309.83605590746,7
"Q8","ARIMA","1994-Q3","1992-Q3",2619.48819081563,584.117128144909,4654.85925348635,-493.343227961014,5732.31960959227,8
"Q9","ARIMA","1993-Q1","1992-Q4",6281.11495105317,5806.75663068686,6755.47327141948,5555.64650430379,7006.58339780255,1
"Q9","ARIMA","1993-Q2","1992-Q4",6359.98742544051,5689.14345535396,7030.83139552706,5334.0201089738,7385.95474190722,2
"Q9","ARIMA","1993-Q3","1992-Q4",6242.30394480954,5420.69123294207,7063.91665667702,4985.75573575155,7498.85215386754,3
"Q9","ARIMA","1993-Q4","1992-Q4",6471.48166952228,5522.76502878967,7420.1983102549,5020.54477602353,7922.41856302104,4
"Q9","ARIMA","1994-Q1","1992-Q4",6650.47486947575,5451.59760253537,7849.35213641614,4816.95031356885,8483.99942538266,5
"Q9","ARIMA","1994-Q2","1992-Q4",6705.43951708338,5300.25264767067,8110.62638649609,4556.3916522578,8854.48738190896,6
"Q9","ARIMA","1994-Q3","1992-Q4",6637.24496347795,5052.38106561374,8222.10886134217,4213.40479681903,9061.08513013688,7
"Q9","ARIMA","1994-Q4","1992-Q4",6826.20950822791,5080.06031313122,8572.35870332461,4155.70476535496,9496.71425110087,8
"Q10","ARIMA","1993-Q1","1992-Q4",6781.65500172904,6454.67193051675,7108.63807294134,6281.57754846008,7281.732454998,1
"Q10","ARIMA","1993-Q2","1992-Q4",6885.11159831845,6473.08919494641,7297.13400169049,6254.97770972251,7515.24548691439,2
"Q10","ARIMA","1993-Q3","1992-Q4",7923.27027537346,7468.62601534129,8377.91453540563,7227.9518821083,8618.58866863861,3
"Q10","ARIMA","1993-Q4","1992-Q4",7947.41711038703,7469.49087925176,8425.3433415223,7216.49201499765,8678.34220577641,4
"Q10","ARIMA","1994-Q1","1992-Q4",7822.0255489019,7305.32716937433,8338.72392842948,7031.80356956711,8612.24752823669,5
"Q10","ARIMA","1994-Q2","1992-Q4",7856.84389501188,7318.65775727791,8395.03003274584,7033.75922538407,8679.92856463969,6
"Q10","ARIMA","1994-Q3","1992-Q4",8316.11579222443,7765.69081549035,8866.54076895851,7474.31343358766,9157.9181508612,7
"Q10","ARIMA","1994-Q4","1992-Q4",8340.48956329857,7782.99616925988,8897.98295733726,7487.87699326086,9193.10213333627,8
"Q11","ARIMA","1993-Q1","1992-Q4",5503.71802380827,5439.47350716488,5567.96254045165,5405.46451438221,5601.97153323433,1
"Q11","ARIMA","1993-Q2","1992-Q4",5540.4933786471,5449.83445823743,5631.15229905678,5401.84252474664,5679.14423254757,2
"Q11","ARIMA","1993-Q3","1992-Q4",5625.50771392756,5514.55402276919,5736.46140508594,5455.81868660404,5795.19674125108,3
"Q11","ARIMA","1993-Q4","1992-Q4",5674.52011993318,5546.44825315575,5802.59198671061,5478.65110220083,5870.38913766553,4
"Q11","ARIMA","1994-Q1","1992-Q4",5703.03814374145,5555.52011279759,5850.5561746853,5477.42878435733,5928.64750312556,5
"Q11","ARIMA","1994-Q2","1992-Q4",5739.81349858028,5575.45502262483,5904.17197453574,5488.44890109747,5991.17809606309,6
"Q11","ARIMA","1994-Q3","1992-Q4",5824.82783386074,5645.20086647598,6004.4548012455,5550.11209382209,6099.5435738994,7
"Q11","ARIMA","1994-Q4","1992-Q4",5873.84023986636,5680.14463889956,6067.53584083316,5577.60838149596,6170.07209823675,8
"Q12","ARIMA","1993-Q1","1992-Q4",7645.10198274278,7372.66334265661,7917.54062282896,7228.44303828661,8061.76092719896,1
"Q12","ARIMA","1993-Q2","1992-Q4",7812.12211658456,7426.83569686022,8197.40853630891,7222.87738645059,8401.36684671854,2
"Q12","ARIMA","1993-Q3","1992-Q4",7878.41001884773,7406.53245227351,8350.28758542195,7156.73555762162,8600.08448007384,3
"Q12","ARIMA","1993-Q4","1992-Q4",7970.77873568824,7425.9014555159,8515.65601586059,7137.4608467759,8804.09662460059,4
"Q12","ARIMA","1994-Q1","1992-Q4",8093.86828850876,7449.5671065107,8738.16947050682,7108.49466339353,9079.24191362399,5
"Q12","ARIMA","1994-Q2","1992-Q4",8222.02149074426,7491.70869762053,8952.33428386798,7105.10445794185,9338.93852354666,6
"Q12","ARIMA","1994-Q3","1992-Q4",8323.77088741429,7516.55992460701,9130.98185022157,7089.2482528484,9558.29352198019,7
"Q12","ARIMA","1994-Q4","1992-Q4",8432.35655432571,7554.9613747445,9309.75173390691,7090.49642288617,9774.21668576524,8
"Q13","ARIMA","1993-Q1","1992-Q4",4965.24765330209,4789.39959967511,5141.09570692908,4696.31126312735,5234.18404347684,1
"Q13","ARIMA","1993-Q2","1992-Q4",4952.95970383233,4712.31572856595,5193.60367909871,4584.92650306274,5320.99290460191,2
"Q13","ARIMA","1993-Q3","1992-Q4",5062.87360868645,4777.45840630333,5348.28881106957,4626.36872480111,5499.3784925718,3
"Q13","ARIMA","1993-Q4","1992-Q4",5034.64309175111,4715.24268818602,5354.0434953162,4546.16232791301,5523.12385558921,4
"Q13","ARIMA","1994-Q1","1992-Q4",4965.76015616996,4593.75206957896,5337.76824276097,4396.8228841327,5534.69742820723,5
"Q13","ARIMA","1994-Q2","1992-Q4",4882.41611219768,4469.94293283905,5294.88929155632,4251.59282122218,5513.23940317319,6
"Q13","ARIMA","1994-Q3","1992-Q4",4999.34982484805,4554.55985691921,5444.13979277689,4319.10227081787,5679.59737887822,7
"Q13","ARIMA","1994-Q4","1992-Q4",4976.12694499799,4504.94101242708,5447.31287756889,4255.51024670037,5696.74364329561,8
"Q14","ARIMA","1993-Q1","1992-Q4",3493.32845092786,3380.68522459359,3605.97167726213,3321.0555025321,3665.60139932361,1
"Q14","ARIMA","1993-Q2","1992-Q4",3603.25235410944,3443.96122778801,3762.54348043086,3359.63759911974,3846.86710909914,2
"Q14","ARIMA","1993-Q3","1992-Q4",3697.55538574542,3502.46866297964,3892.6421085112,3399.19599017916,3995.91478131168,3
"Q14","ARIMA","1993-Q4","1992-Q4",3809.68920176576,3584.42492172891,4034.95348180261,3465.17721508815,4154.20118844337,4
"Q14","ARIMA","1994-Q1","1992-Q4",3776.49765269362,3503.90819582839,4049.08710955885,3359.60805387818,4193.38725150906,5
"Q14","ARIMA","1994-Q2","1992-Q4",3886.4215558752,3573.60205788827,4199.24105386213,3408.00541859263,4364.83769315777,6
"Q14","ARIMA","1994-Q3","1992-Q4",3980.72458751118,3632.28942191098,4329.15975311138,3447.83898705278,4513.61018796958,7
"Q14","ARIMA","1994-Q4","1992-Q4",4092.85840353153,3712.12478154338,4473.59202551967,3510.5765766718,4675.14023039125,8
"Q15","ARIMA","1993-Q1","1992-Q4",3499.36,3409.87914730336,3588.84085269664,3362.51084518912,3636.20915481088,1
"Q15","ARIMA","1993-Q2","1992-Q4",3510.52,3383.97496454371,3637.06503545629,3316.98606926716,3704.05393073284,2
"Q15","ARIMA","1993-Q3","1992-Q4",3565.36,3410.37461682484,3720.34538317516,3328.3303108947,3802.3896891053,3
"Q15","ARIMA","1993-Q4","1992-Q4",3895.26,3716.29829460673,4074.22170539327,3621.56169037824,4168.95830962176,4
"Q15","ARIMA","1994-Q1","1992-Q4",3980.02,3726.92992908742,4233.11007091258,3592.95213853431,4367.08786146568,5
"Q15","ARIMA","1994-Q2","1992-Q4",3991.18,3681.20923364968,4301.15076635032,3517.12062178939,4465.23937821061,6
"Q15","ARIMA","1994-Q3","1992-Q4",4046.02,3688.09658921346,4403.94341078654,3498.62338075648,4593.41661924352,7
"Q15","ARIMA","1994-Q4","1992-Q4",4375.92,3975.74946137135,4776.09053862864,3763.91197435896,4987.92802564104,8
"Q16","ARIMA","1992-Q4","1992-Q3",4764.30130035599,4434.85862298097,5093.74397773101,4260.46220407188,5268.14039664011,1
"Q16","ARIMA","1993-Q1","1992-Q3",4747.84781467494,4221.10052415394,5274.59510519595,3942.25735219792,5553.43827715196,2
"Q16","ARIMA","1993-Q2","1992-Q3",4735.00303447343,4076.24794712627,5393.75812182058,3727.52406870563,5742.48200024122,3
"Q16","ARIMA","1993-Q3","1992-Q3",4724.83034041477,3980.10927494755,5469.55140588199,3585.87775661938,5863.78292421016,4
"Q16","ARIMA","1993-Q4","1992-Q3",4716.70773634552,3916.55289448911,5516.86257820192,3492.97650753035,5940.43896516069,5
"Q16","ARIMA","1994-Q1","1992-Q3",4710.19237196936,3874.3737869639,5546.01095697482,3431.91815479123,5988.46658914748,6
"Q16","ARIMA","1994-Q2","1992-Q3",4704.95298916657,3846.17171003628,5563.73426829687,3391.56036186535,6018.3456164678,7
"Q16","ARIMA","1994-Q3","1992-Q3",4700.73383071717,3827.14050736956,5574.32715406479,3364.68813663044,6036.7795248039,8
"Q17","ARIMA","1993-Q1","1992-Q4",6337.16462734893,6175.61246721185,6498.71678748602,6090.091919542,6584.23733515587,1
"Q17","ARIMA","1993-Q2","1992-Q4",6422.67703040652,6194.20777450999,6651.14628630305,6073.26345613371,6772.09060467934,2
"Q17","ARIMA","1993-Q3","1992-Q4",6545.64692341219,6265.83037398227,6825.46347284212,6117.70444032696,6973.58940649743,3
"Q17","ARIMA","1993-Q4","1992-Q4",6631.11687828626,6308.0125580121,6954.22119856042,6136.97146267238,7125.26229390013,4
